run,model,policy,corpus,window,delta_nll,tokens_equal,weights_equal,absolute_tolerance,passed,reference,reference_sha256,new_report_sha256
pilot_llama_attempt2,llama8b,n16_k3,wiki,1,0.0024931998242272435,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,69170825c3842da7b8f6822cefc5c12e7a5caf76a3527ab68e00d14fb562dac3
pilot_llama_attempt2,llama8b,n16_k3,c4,0,0.013952194830915587,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,69170825c3842da7b8f6822cefc5c12e7a5caf76a3527ab68e00d14fb562dac3
pilot_llama_attempt2,llama8b,n16_k3,c4,1,-0.004399219565094814,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,69170825c3842da7b8f6822cefc5c12e7a5caf76a3527ab68e00d14fb562dac3
pilot_llama_attempt4,llama8b,four_over_six,wiki,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,four_over_six,wiki,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,four_over_six,c4,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,four_over_six,c4,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,n16_k3,wiki,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,n16_k3,wiki,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,n16_k3,c4,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_llama_attempt4,llama8b,n16_k3,c4,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_llama8b_attempt1/ppl/ppl_report.json,8271ae214b17f2d54e549d842c91dc2f682d977111e07edc9cbd8ecc0f718b9c,cb27e8c3fceddca0f25927d60808b2e76bed73b7c88b8fa56f8d7480480214f7
pilot_mistral_ada_accuracy_attempt1,mistral7b,four_over_six,wiki,0,0.0027851982976592193,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,four_over_six,wiki,1,0.0020922408269199444,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,four_over_six,c4,0,0.005234074747326289,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,four_over_six,c4,1,-0.007450237699074158,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,n16_k3,wiki,0,-0.0033647330341124437,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,n16_k3,wiki,1,-0.0035226040672933223,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,n16_k3,c4,0,-0.004915677113084493,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_ada_accuracy_attempt1,mistral7b,n16_k3,c4,1,-0.0005255984670640146,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,cd38a7962884896e62d36ea886076d7c781ea465e62a43654e95ba2f18d24ab8
pilot_mistral_attempt2,mistral7b,four_over_six,wiki,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,four_over_six,wiki,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,four_over_six,c4,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,four_over_six,c4,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,n16_k3,wiki,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,n16_k3,wiki,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,n16_k3,c4,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_mistral_attempt2,mistral7b,n16_k3,c4,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2f032d6d7e3d2eb773cbd014422749705b42217321a4d8e8b4e5679aa3528c80
pilot_qwen_ada_accuracy_attempt1,qwen4b,four_over_six,wiki,0,-0.04593503954814793,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,four_over_six,wiki,1,-0.02018576612558709,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,four_over_six,c4,0,0.00829316720624651,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,four_over_six,c4,1,-0.016000095775025702,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,n16_k3,wiki,0,0.001410478740903276,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,n16_k3,wiki,1,-0.016308862987125305,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,n16_k3,c4,0,0.00922410700335341,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_ada_accuracy_attempt1,qwen4b,n16_k3,c4,1,-0.004022214380147826,True,True,1e-10,False,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,63f8b321bbe1eec7ab9e24b474782dde0e0d69adabcc72689d62a9b3f201c80c
pilot_qwen_attempt2,qwen4b,four_over_six,wiki,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,four_over_six,wiki,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,four_over_six,c4,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,four_over_six,c4,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,n16_k3,wiki,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,n16_k3,wiki,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,n16_k3,c4,0,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
pilot_qwen_attempt2,qwen4b,n16_k3,c4,1,0.0,True,True,1e-10,True,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2155f30c1720dd48bb801cd8b7c69adfe61ba2d14a2e54e6bba8d6ba915a674e
