model,draw,N,corpus,status,backend_status,map_hash,blocker,source,source_sha256,nll,ppl,delta_nll_vs_baseline,relative_ppl,ci_low,ci_high,nll_gap_vs_n8,gain_retention,retention_status,n8_gain_ci_low,n8_gain_ci_high,cluster_count,bootstrap_repeats,bootstrap_seed,retention_ci_low,retention_ci_high,nonpositive_bootstrap_denominators
qwen4b,seed0,8,wiki,validated_reuse,software_emulated,0de150a6e9b2ed8a09103c440d8b58ef65f8699662f7ffbcc8439e34e9aea939,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2.475198176954705,11.884062026968891,-0.17848119859119205,-0.16346021514398285,-0.18847050754908912,-0.16918087310112667,0.0,1.0,defined; no clipping,0.16918087310112667,0.18847050754908912,53,2000,20260921,1.0,1.0,0
qwen4b,seed0,16,wiki,validated_reuse,software_emulated,188bf0e51c372cd831b158e457ede4b53121f0513261f39df8403971b20c01e8,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2.501171432660292,12.19677329401865,-0.1525079428856051,-0.14144792545160234,-0.1622062000770121,-0.14352465100633846,0.02597325570558695,0.8544762366534852,defined; no clipping,0.16918087310112667,0.18847050754908912,53,2000,20260921,0.8389873630248942,0.8690916101972104,0
qwen4b,seed0,32,wiki,validated_new,software_emulated,0fe79063aea58780bdfd322380cab4809f1c0d763f5d276b240d22c128c80be6,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.5256594891300503,12.49913559016199,-0.1280198864158466,-0.12016411781156143,-0.13532380645266337,-0.1211800255659194,0.05046131217534544,0.7172737936900224,defined; no clipping,0.16918087310112667,0.18847050754908912,53,2000,20260921,0.7051082634583511,0.7293144768134039,0
qwen4b,seed0,64,wiki,validated_new,software_emulated,7c449f7a96107b9a08fabd30dda71f8ed0b74d28f0470bc2499be56c77c4c800,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.5461370564082206,12.757726096187822,-0.10754231913767631,-0.1019614825690194,-0.11416578731119106,-0.10123874339887913,0.07093887945351574,0.6025414440654897,defined; no clipping,0.16918087310112667,0.18847050754908912,53,2000,20260921,0.5907407960220521,0.6142645264222315,0
qwen4b,seed0,128,wiki,validated_new,software_emulated,61bbddb84329b65356d42fff5b7fa4a293c43848aab0c8667f912ad293620330,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.5502422868050143,12.810207150857421,-0.10343708874088264,-0.09826724989986188,-0.1103704914417646,-0.09685029805128342,0.0750441098503094,0.5795405317610144,defined; no clipping,0.16918087310112667,0.18847050754908912,53,2000,20260921,0.5640439815781518,0.5938394089190038,0
qwen4b,seed0,256,wiki,validated_new,software_emulated,ff0046373df80d11356d89caf0df422beca148747c82ecbcee154e38623c52a5,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.583274480680936,13.240422762227654,-0.07040489486496115,-0.06798362514591502,-0.07642510903187662,-0.06477452960427943,0.1080763037262309,0.39446673050544834,defined; no clipping,0.16918087310112667,0.18847050754908912,53,2000,20260921,0.3789175256331358,0.4120678187537324,0
qwen4b,seed0,8,c4,validated_reuse,software_emulated,0de150a6e9b2ed8a09103c440d8b58ef65f8699662f7ffbcc8439e34e9aea939,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2.763061062803893,15.848281358501861,-0.08778439574626606,-0.08404166005005882,-0.09160864978140297,-0.08398108725613859,0.0,1.0,defined; no clipping,0.08398108725613859,0.09160864978140297,231,2000,20260921,1.0,1.0,0
qwen4b,seed0,16,c4,validated_reuse,software_emulated,188bf0e51c372cd831b158e457ede4b53121f0513261f39df8403971b20c01e8,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V31_ppl_primary_qwen4b_attempt1/ppl/ppl_report.json,2e7ed08e02bfb0bd9e5b0a6b816a26f3f8c76cb9bbf4c151330e827bce84ba3c,2.7756165063551648,16.048517959734433,-0.07522895219499448,-0.07246889826514666,-0.07834834124263272,-0.07211892648563255,0.012555443551271583,0.8569740846931143,defined; no clipping,0.08398108725613859,0.09160864978140297,231,2000,20260921,0.8437208163198657,0.8702392106746651,0
qwen4b,seed0,32,c4,validated_new,software_emulated,0fe79063aea58780bdfd322380cab4809f1c0d763f5d276b240d22c128c80be6,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.7872397756356917,16.236142498461508,-0.06360568291446755,-0.06162505613874901,-0.06655592341613263,-0.06076028395879433,0.02417871283179851,0.7245670756601755,defined; no clipping,0.08398108725613859,0.09160864978140297,231,2000,20260921,0.7122874107063353,0.7370401001834322,0
qwen4b,seed0,64,c4,validated_new,software_emulated,7c449f7a96107b9a08fabd30dda71f8ed0b74d28f0470bc2499be56c77c4c800,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.7946785096293643,16.357369171072584,-0.05616694892079499,-0.054618707671637276,-0.05869816824833328,-0.0536474178156241,0.031617446825471074,0.639828393683328,defined; no clipping,0.08398108725613859,0.09160864978140297,231,2000,20260921,0.6263997043257394,0.6523418257360486,0
qwen4b,seed0,128,c4,validated_new,software_emulated,61bbddb84329b65356d42fff5b7fa4a293c43848aab0c8667f912ad293620330,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.7941969789873085,16.34949449269492,-0.056648479562850795,-0.05507382814629838,-0.059244129659647184,-0.05404882463636991,0.03113591618341527,0.6453137722402145,defined; no clipping,0.08398108725613859,0.09160864978140297,231,2000,20260921,0.6317888177536815,0.6589885970804557,0
qwen4b,seed0,256,c4,validated_new,software_emulated,ff0046373df80d11356d89caf0df422beca148747c82ecbcee154e38623c52a5,,research_runs/mixfp4_selector_characterization_20260921T133858Z/runs/granularity_qwen4b_attempt4_authorized/ppl/ppl_report.json,d9acb2bbfc02f5cbfe5aee192899d1a0f494c1d6661e1bf6798d4757d5e20d2e,2.8079748878807096,16.576315308415946,-0.04287057066944966,-0.04196462007923762,-0.04502455522883995,-0.04073221283323882,0.044913825076816405,0.4883620865075348,defined; no clipping,0.08398108725613859,0.09160864978140297,231,2000,20260921,0.4741230420929258,0.503132935431234,0
mistral7b,seed0,32,wiki,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,64,wiki,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,128,wiki,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,256,wiki,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,8,wiki,validated_reuse,software_emulated,6c41cd97cf291557f1b3a6d00768274a7111528bb8eb0f43bce9980669947d78,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,1.7045143151069775,5.498714376057631,-0.0044628326378164385,-0.0044528889980062665,-0.005410203511077178,-0.003533475493962185,0.0,1.0,defined; no clipping,0.003533475493962185,0.005410203511077177,57,2000,20260921,1.0,1.0,0
mistral7b,seed0,16,wiki,validated_reuse,software_emulated,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V40_ppl_ksweep_mistral7b_attempt1/ppl/ppl_report.json,6f23ae84df61dc3d5b31bc7edea42fc048359e6c959ddfc23c5cd32d59257624,1.7050881772071926,5.501870785423191,-0.0038889705376012884,-0.003881418285014705,-0.004878877273081938,-0.0029750135269781437,0.00057386210021515,0.8714130358928432,defined; no clipping,0.003533475493962185,0.005410203511077177,57,2000,20260921,0.7139747758524945,1.0417819597100304,0
mistral7b,seed0,32,c4,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,64,c4,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,128,c4,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,256,c4,blocked_retry_limit,analytical_only,,"Verified historical full seed0 per-sequence scores or complete child covariance, or an externally resolved exact-reproduction discrepancy and a new explicit user decision. No fifth calibration attempt is authorized; do not use mismatching parents.",,,,,,,,,,,,,,,,,,,
mistral7b,seed0,8,c4,validated_reuse,software_emulated,6c41cd97cf291557f1b3a6d00768274a7111528bb8eb0f43bce9980669947d78,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V62_ppl_primary_mistral7b_attempt1/ppl/ppl_report.json,958115222fa3c6306b1a5548aab050cfcfb3ddf246d5db998b1c79750f402290,2.085121271138911,8.045567117625794,-0.0027112154160042756,-0.0027075433907883836,-0.0034504160120907177,-0.0019548473674874337,0.0,1.0,defined; no clipping,0.0019548473674874333,0.0034504160120907177,235,2000,20260921,1.0,1.0,0
mistral7b,seed0,16,c4,validated_reuse,software_emulated,0c3d822a18d0480ca2aeff0abd78cf6e4ca3155bb207156a400fde124e1cf13d,,research_runs/mixfp4_n16k64_full_validation_20260911T065444Z/runs/V40_ppl_ksweep_mistral7b_attempt1/ppl/ppl_report.json,6f23ae84df61dc3d5b31bc7edea42fc048359e6c959ddfc23c5cd32d59257624,2.0853622809969177,8.047506412299576,-0.0024702055579974846,-0.0024671571108617427,-0.00365887777886349,-0.0015608728677702578,0.00024100985800679098,0.9111063412430778,defined; no clipping,0.0019548473674874333,0.0034504160120907177,235,2000,20260921,0.6539987350389075,1.2211667288826051,0
